note_id,application_id,creation_date,note_text
58417,167263,2021-06-22,Note text 58417
58418,466609,2021-10-13,Note text 58418
58419,495147,2022-01-08,Note text 58419
58420,205873,2020-04-30,Note text 58420
58421,24822,2022-09-23,Note text 58421
58422,457181,2023-09-12,Note text 58422
58423,294328,2021-01-28,Note text 58423
58424,231642,2023-12-01,Note text 58424
58425,113998,2020-10-25,Note text 58425
58426,115945,2023-03-28,Note text 58426
58427,367123,2022-10-30,Note text 58427
58428,28293,2023-02-27,Note text 58428
58429,335616,2021-12-12,Note text 58429
58430,174586,2020-03-03,Note text 58430
58431,460628,2020-06-25,Note text 58431
58432,227589,2021-10-19,Note text 58432
58433,224647,2023-03-25,Note text 58433
58434,169822,2020-01-17,Note text 58434
58435,256639,2020-02-11,Note text 58435
58436,445474,2021-05-03,Note text 58436
58437,161381,2020-01-23,Note text 58437
58438,386543,2022-05-14,Note text 58438
58439,434206,2020-08-21,Note text 58439
58440,368212,2022-09-06,Note text 58440
58441,33680,2020-04-19,Note text 58441
58442,477122,2022-05-20,Note text 58442
58443,194636,2021-12-29,Note text 58443
58444,298791,2020-05-30,Note text 58444
58445,280365,2022-05-08,Note text 58445
58446,132598,2021-12-15,Note text 58446
58447,451594,2020-02-03,Note text 58447
58448,227610,2020-06-27,Note text 58448
58449,295233,2022-05-22,Note text 58449
58450,177600,2021-10-21,Note text 58450
58451,356121,2020-03-02,Note text 58451
58452,300266,2021-01-22,Note text 58452
58453,181274,2020-11-19,Note text 58453
58454,307205,2020-01-25,Note text 58454
58455,133549,2022-02-01,Note text 58455
58456,462256,2022-09-10,Note text 58456
58457,219317,2021-12-15,Note text 58457
58458,17438,2023-03-18,Note text 58458
58459,211904,2021-02-19,Note text 58459
58460,299972,2023-04-25,Note text 58460
58461,1604,2023-05-23,Note text 58461
58462,403474,2020-06-15,Note text 58462
58463,91240,2020-10-30,Note text 58463
58464,135733,2020-04-01,Note text 58464
58465,26179,2020-04-20,Note text 58465
58466,105714,2020-11-25,Note text 58466
58467,373852,2021-05-11,Note text 58467
58468,279535,2022-04-10,Note text 58468
58469,46409,2023-10-29,Note text 58469
58470,163326,2022-03-31,Note text 58470
58471,178734,2023-04-13,Note text 58471
58472,440675,2022-11-04,Note text 58472
58473,356063,2020-07-15,Note text 58473
58474,262344,2022-10-01,Note text 58474
58475,253015,2021-10-19,Note text 58475
58476,272900,2022-04-09,Note text 58476
58477,252078,2021-09-30,Note text 58477
58478,110195,2020-09-29,Note text 58478
58479,234882,2023-11-02,Note text 58479
58480,260201,2021-03-07,Note text 58480
58481,106610,2022-02-01,Note text 58481
58482,117889,2023-06-16,Note text 58482
58483,106562,2020-06-11,Note text 58483
58484,406141,2022-08-03,Note text 58484
58485,222263,2021-03-30,Note text 58485
58486,386965,2021-03-18,Note text 58486
58487,429576,2020-01-17,Note text 58487
58488,169612,2021-02-04,Note text 58488
58489,160067,2021-11-03,Note text 58489
58490,206406,2021-02-10,Note text 58490
58491,323710,2022-10-27,Note text 58491
58492,58127,2020-04-14,Note text 58492
58493,74417,2020-11-23,Note text 58493
58494,483162,2020-11-24,Note text 58494
58495,287651,2023-12-14,Note text 58495
58496,405613,2020-07-25,Note text 58496
58497,469711,2020-12-30,Note text 58497
58498,270093,2020-12-29,Note text 58498
58499,442144,2022-09-06,Note text 58499
58500,347949,2022-12-20,Note text 58500
58501,105701,2023-12-16,Note text 58501
58502,143963,2020-06-23,Note text 58502
58503,94510,2023-04-05,Note text 58503
58504,271596,2022-11-01,Note text 58504
58505,154577,2021-10-20,Note text 58505
58506,175055,2022-11-08,Note text 58506
58507,69039,2021-07-04,Note text 58507
58508,410640,2022-04-29,Note text 58508
58509,52286,2023-05-25,Note text 58509
58510,415916,2022-02-19,Note text 58510
58511,144438,2022-11-22,Note text 58511
58512,218359,2022-12-17,Note text 58512
58513,54595,2022-04-17,Note text 58513
58514,249965,2022-05-22,Note text 58514
58515,448771,2023-02-12,Note text 58515
58516,121210,2022-01-07,Note text 58516
58517,63121,2021-04-21,Note text 58517
58518,42644,2021-05-28,Note text 58518
58519,185163,2021-02-07,Note text 58519
58520,484735,2020-02-05,Note text 58520
58521,76393,2021-06-02,Note text 58521
58522,396985,2020-12-03,Note text 58522
58523,155386,2023-11-16,Note text 58523
58524,26343,2022-04-16,Note text 58524
58525,432909,2021-05-26,Note text 58525
58526,428064,2022-05-09,Note text 58526
58527,128904,2022-03-06,Note text 58527
58528,431475,2021-03-13,Note text 58528
58529,212259,2020-04-02,Note text 58529
58530,96454,2021-07-12,Note text 58530
58531,112113,2021-04-30,Note text 58531
58532,350627,2023-09-07,Note text 58532
58533,475126,2023-08-19,Note text 58533
58534,107409,2022-01-27,Note text 58534
58535,86193,2023-09-05,Note text 58535
58536,480852,2023-12-24,Note text 58536
58537,334267,2020-06-11,Note text 58537
58538,384183,2022-09-30,Note text 58538
58539,83467,2021-11-19,Note text 58539
58540,63086,2022-08-03,Note text 58540
58541,380253,2020-11-09,Note text 58541
58542,7200,2023-07-14,Note text 58542
58543,389759,2023-11-24,Note text 58543
58544,487029,2022-12-17,Note text 58544
58545,484812,2022-05-17,Note text 58545
58546,67414,2022-06-27,Note text 58546
58547,41658,2023-12-21,Note text 58547
58548,184778,2021-05-11,Note text 58548
58549,292465,2023-05-04,Note text 58549
58550,7793,2021-01-16,Note text 58550
58551,449964,2021-05-30,Note text 58551
58552,463939,2022-04-21,Note text 58552
58553,335731,2023-05-15,Note text 58553
58554,117669,2020-04-06,Note text 58554
58555,43844,2020-11-26,Note text 58555
58556,464524,2020-11-10,Note text 58556
58557,232140,2020-12-02,Note text 58557
58558,343297,2023-08-06,Note text 58558
58559,107266,2020-11-08,Note text 58559
58560,96829,2023-02-23,Note text 58560
58561,209970,2020-09-22,Note text 58561
58562,83390,2020-03-03,Note text 58562
58563,179557,2021-05-08,Note text 58563
58564,294441,2022-06-30,Note text 58564
58565,306722,2022-12-11,Note text 58565
58566,313601,2020-05-01,Note text 58566
58567,368969,2020-04-25,Note text 58567
58568,315536,2023-02-12,Note text 58568
58569,315179,2023-08-04,Note text 58569
58570,242052,2020-12-18,Note text 58570
58571,440305,2022-03-19,Note text 58571
58572,61540,2022-07-29,Note text 58572
58573,137273,2020-01-12,Note text 58573
58574,67626,2023-10-28,Note text 58574
58575,376098,2020-09-14,Note text 58575
58576,44811,2022-01-20,Note text 58576
58577,485041,2023-12-06,Note text 58577
58578,118210,2023-09-19,Note text 58578
58579,138597,2023-05-24,Note text 58579
58580,164696,2023-12-26,Note text 58580
58581,172504,2022-10-08,Note text 58581
58582,462261,2021-05-27,Note text 58582
58583,246888,2022-02-13,Note text 58583
58584,243525,2021-05-22,Note text 58584
58585,493545,2020-04-16,Note text 58585
58586,183382,2020-12-02,Note text 58586
58587,151169,2023-11-24,Note text 58587
58588,292993,2022-09-03,Note text 58588
58589,324983,2022-08-30,Note text 58589
58590,470145,2022-01-03,Note text 58590
58591,307676,2020-02-25,Note text 58591
58592,423696,2020-10-28,Note text 58592
58593,458547,2023-11-03,Note text 58593
58594,37833,2021-02-12,Note text 58594
58595,479786,2020-03-18,Note text 58595
58596,376514,2022-12-29,Note text 58596
58597,196753,2020-01-19,Note text 58597
58598,407427,2023-11-23,Note text 58598
58599,142774,2022-12-15,Note text 58599
58600,91284,2023-10-05,Note text 58600
58601,381784,2020-08-06,Note text 58601
58602,26653,2021-09-25,Note text 58602
58603,351537,2021-02-21,Note text 58603
58604,227085,2021-07-13,Note text 58604
58605,94328,2023-02-21,Note text 58605
58606,185721,2022-03-03,Note text 58606
58607,353850,2021-08-17,Note text 58607
58608,270698,2021-07-19,Note text 58608
58609,384600,2020-11-02,Note text 58609
58610,116851,2021-06-24,Note text 58610
58611,397323,2022-11-06,Note text 58611
58612,332995,2022-02-01,Note text 58612
58613,120261,2022-04-02,Note text 58613
58614,30889,2023-06-11,Note text 58614
58615,197524,2021-07-28,Note text 58615
58616,200267,2021-09-29,Note text 58616
58617,452616,2021-06-26,Note text 58617
58618,202020,2020-10-30,Note text 58618
58619,170289,2020-04-09,Note text 58619
58620,406936,2020-06-01,Note text 58620
58621,41653,2021-03-22,Note text 58621
58622,21657,2021-02-16,Note text 58622
58623,159708,2021-09-26,Note text 58623
58624,158524,2021-02-15,Note text 58624
58625,331422,2022-12-04,Note text 58625
58626,230286,2020-12-06,Note text 58626
58627,279065,2023-11-09,Note text 58627
58628,64819,2021-03-09,Note text 58628
58629,412837,2023-08-03,Note text 58629
58630,160160,2022-12-24,Note text 58630
58631,71637,2022-07-23,Note text 58631
58632,256941,2022-01-15,Note text 58632
58633,44051,2023-07-26,Note text 58633
58634,165946,2021-11-01,Note text 58634
58635,145952,2022-01-27,Note text 58635
58636,436488,2021-10-29,Note text 58636
58637,286416,2021-06-29,Note text 58637
58638,66892,2021-01-24,Note text 58638
58639,263034,2023-05-11,Note text 58639
58640,121507,2021-02-10,Note text 58640
58641,328704,2020-12-14,Note text 58641
58642,416639,2022-08-27,Note text 58642
58643,74736,2023-02-28,Note text 58643
58644,368170,2022-11-12,Note text 58644
58645,23153,2023-11-03,Note text 58645
58646,351895,2020-02-05,Note text 58646
58647,131873,2022-08-29,Note text 58647
58648,336446,2021-11-18,Note text 58648
58649,355822,2022-06-24,Note text 58649
58650,317746,2023-07-20,Note text 58650
58651,350876,2021-12-02,Note text 58651
58652,4011,2022-04-26,Note text 58652
58653,72035,2021-10-08,Note text 58653
58654,178951,2023-05-05,Note text 58654
58655,203138,2020-06-29,Note text 58655
58656,340514,2020-11-28,Note text 58656
58657,256153,2022-03-20,Note text 58657
58658,238813,2023-09-27,Note text 58658
58659,121104,2021-10-29,Note text 58659
58660,378719,2023-11-13,Note text 58660
58661,320065,2022-03-04,Note text 58661
58662,439092,2023-07-24,Note text 58662
58663,422046,2022-12-22,Note text 58663
58664,281999,2020-05-27,Note text 58664
58665,247607,2022-06-07,Note text 58665
58666,397826,2022-04-28,Note text 58666
58667,443598,2020-06-25,Note text 58667
58668,202596,2022-07-14,Note text 58668
58669,195227,2021-12-29,Note text 58669
58670,252390,2022-02-08,Note text 58670
58671,291485,2023-07-13,Note text 58671
58672,91440,2022-10-20,Note text 58672
58673,340797,2022-06-01,Note text 58673
58674,159934,2021-03-16,Note text 58674
58675,313697,2020-10-10,Note text 58675
58676,154992,2021-06-29,Note text 58676
58677,490795,2023-03-29,Note text 58677
58678,171429,2022-08-07,Note text 58678
58679,450353,2022-04-02,Note text 58679
58680,206833,2021-11-14,Note text 58680
58681,82604,2020-09-11,Note text 58681
58682,482442,2021-10-25,Note text 58682
58683,17850,2023-08-23,Note text 58683
58684,493771,2023-08-11,Note text 58684
58685,473453,2022-05-25,Note text 58685
58686,337036,2022-04-11,Note text 58686
58687,352808,2020-09-29,Note text 58687
58688,64469,2021-10-09,Note text 58688
58689,243036,2020-11-06,Note text 58689
58690,158898,2021-12-09,Note text 58690
58691,340809,2023-04-29,Note text 58691
58692,138857,2023-12-08,Note text 58692
58693,35369,2023-06-02,Note text 58693
58694,289622,2022-09-23,Note text 58694
58695,334109,2020-06-07,Note text 58695
58696,481186,2021-11-21,Note text 58696
58697,71308,2020-02-17,Note text 58697
58698,74247,2022-01-10,Note text 58698
58699,148836,2023-11-01,Note text 58699
58700,205503,2023-08-13,Note text 58700
58701,194669,2021-07-24,Note text 58701
58702,18698,2023-07-08,Note text 58702
58703,272466,2022-06-21,Note text 58703
58704,320181,2022-09-19,Note text 58704
58705,382122,2021-01-14,Note text 58705
58706,104212,2021-10-02,Note text 58706
58707,60521,2020-02-03,Note text 58707
58708,225966,2020-11-15,Note text 58708
58709,267453,2020-06-08,Note text 58709
58710,413834,2022-06-13,Note text 58710
58711,325756,2021-06-24,Note text 58711
58712,108638,2020-05-06,Note text 58712
58713,166843,2020-04-30,Note text 58713
58714,286186,2022-02-14,Note text 58714
58715,271228,2021-10-23,Note text 58715
58716,417610,2022-11-15,Note text 58716
58717,127018,2021-11-18,Note text 58717
58718,375626,2023-07-01,Note text 58718
58719,277035,2023-04-22,Note text 58719
58720,13258,2023-12-25,Note text 58720
58721,20209,2020-12-05,Note text 58721
58722,29594,2023-10-04,Note text 58722
58723,320514,2021-12-06,Note text 58723
58724,371824,2023-08-23,Note text 58724
58725,132567,2021-11-14,Note text 58725
58726,387309,2021-04-19,Note text 58726
58727,241664,2022-12-31,Note text 58727
58728,37530,2023-05-23,Note text 58728
58729,149433,2020-05-20,Note text 58729
58730,422778,2021-03-17,Note text 58730
58731,66792,2021-11-24,Note text 58731
58732,320310,2020-11-23,Note text 58732
58733,322128,2020-04-05,Note text 58733
58734,374462,2020-11-12,Note text 58734
58735,35079,2022-08-18,Note text 58735
58736,239320,2022-02-26,Note text 58736
58737,66027,2022-09-24,Note text 58737
58738,237433,2021-10-20,Note text 58738
58739,204305,2023-12-24,Note text 58739
58740,18817,2021-07-19,Note text 58740
58741,173247,2022-10-16,Note text 58741
58742,69067,2022-10-09,Note text 58742
58743,373738,2023-08-31,Note text 58743
58744,124070,2023-03-20,Note text 58744
58745,315324,2023-06-07,Note text 58745
58746,157271,2020-08-12,Note text 58746
58747,167741,2021-04-09,Note text 58747
58748,193778,2021-08-10,Note text 58748
58749,494541,2021-11-25,Note text 58749
58750,54736,2020-10-03,Note text 58750
58751,311407,2023-11-16,Note text 58751
58752,376226,2020-09-06,Note text 58752
58753,116089,2023-06-25,Note text 58753
58754,260776,2021-02-21,Note text 58754
58755,293761,2021-03-27,Note text 58755
58756,189543,2021-10-25,Note text 58756
58757,83064,2023-06-17,Note text 58757
58758,57357,2021-06-03,Note text 58758
58759,261977,2022-03-14,Note text 58759
58760,277169,2021-05-03,Note text 58760
58761,337815,2023-09-09,Note text 58761
58762,315109,2022-03-14,Note text 58762
58763,462995,2022-04-26,Note text 58763
58764,243415,2023-07-25,Note text 58764
58765,368008,2021-03-25,Note text 58765
58766,352861,2023-11-21,Note text 58766
58767,139304,2020-09-07,Note text 58767
58768,14245,2021-02-28,Note text 58768
58769,120486,2020-08-17,Note text 58769
58770,261175,2023-04-16,Note text 58770
58771,74497,2023-01-26,Note text 58771
58772,491564,2022-01-20,Note text 58772
58773,101895,2022-11-17,Note text 58773
58774,49578,2020-02-06,Note text 58774
58775,180163,2021-09-07,Note text 58775
58776,298041,2023-05-25,Note text 58776
58777,88214,2023-01-26,Note text 58777
58778,211483,2021-06-19,Note text 58778
58779,143476,2020-01-29,Note text 58779
58780,116954,2020-11-28,Note text 58780
58781,90211,2023-07-02,Note text 58781
58782,396297,2021-02-06,Note text 58782
58783,421649,2022-11-18,Note text 58783
58784,26812,2021-03-24,Note text 58784
58785,367046,2020-12-29,Note text 58785
58786,171249,2023-10-29,Note text 58786
58787,492284,2021-06-14,Note text 58787
58788,161169,2021-12-20,Note text 58788
58789,87785,2022-01-03,Note text 58789
58790,270507,2023-10-03,Note text 58790
58791,11529,2020-03-07,Note text 58791
58792,485021,2021-03-25,Note text 58792
58793,21467,2022-03-26,Note text 58793
58794,160817,2023-06-01,Note text 58794
58795,416424,2023-07-30,Note text 58795
58796,437801,2023-02-28,Note text 58796
58797,201286,2020-12-23,Note text 58797
58798,321800,2023-12-17,Note text 58798
58799,369838,2022-02-08,Note text 58799
58800,410576,2020-02-07,Note text 58800
58801,410648,2020-02-16,Note text 58801
58802,369247,2022-04-05,Note text 58802
58803,449997,2020-09-05,Note text 58803
58804,180075,2021-06-07,Note text 58804
58805,495865,2021-07-13,Note text 58805
58806,275536,2023-01-06,Note text 58806
58807,434186,2022-02-21,Note text 58807
58808,252555,2022-08-05,Note text 58808
58809,209734,2023-09-18,Note text 58809
58810,111845,2020-11-11,Note text 58810
58811,42705,2020-07-06,Note text 58811
58812,51773,2023-03-10,Note text 58812
58813,105729,2022-07-11,Note text 58813
58814,192642,2022-12-06,Note text 58814
58815,366701,2021-04-22,Note text 58815
58816,322042,2021-04-15,Note text 58816
58817,313173,2020-09-10,Note text 58817
58818,278369,2021-11-26,Note text 58818
58819,316737,2023-08-18,Note text 58819
58820,185671,2021-07-15,Note text 58820
58821,233738,2020-08-27,Note text 58821
58822,256689,2021-02-08,Note text 58822
58823,330223,2021-10-02,Note text 58823
58824,167217,2021-08-13,Note text 58824
58825,391610,2021-01-06,Note text 58825
58826,115700,2020-12-19,Note text 58826
58827,32358,2021-02-21,Note text 58827
58828,352116,2022-09-19,Note text 58828
58829,177586,2023-06-14,Note text 58829
58830,353301,2021-01-27,Note text 58830
58831,200439,2022-09-02,Note text 58831
58832,93715,2023-02-14,Note text 58832
58833,303690,2023-05-09,Note text 58833
58834,85149,2021-04-21,Note text 58834
58835,147085,2021-08-31,Note text 58835
58836,437088,2022-09-25,Note text 58836
58837,395596,2022-09-22,Note text 58837
58838,386550,2022-01-31,Note text 58838
58839,12466,2022-08-28,Note text 58839
58840,69386,2022-07-01,Note text 58840
58841,3313,2020-10-30,Note text 58841
58842,262842,2022-02-04,Note text 58842
58843,340275,2022-08-03,Note text 58843
58844,477898,2023-01-27,Note text 58844
58845,438581,2023-02-07,Note text 58845
58846,13433,2023-07-25,Note text 58846
58847,227635,2021-05-16,Note text 58847
58848,477447,2020-07-26,Note text 58848
58849,250998,2021-08-08,Note text 58849
58850,20786,2020-08-02,Note text 58850
58851,207314,2020-02-03,Note text 58851
58852,67889,2021-08-18,Note text 58852
58853,385820,2022-06-24,Note text 58853
58854,424905,2022-12-31,Note text 58854
58855,62278,2023-01-28,Note text 58855
58856,435514,2023-03-12,Note text 58856
58857,172744,2022-10-26,Note text 58857
58858,317047,2022-10-01,Note text 58858
58859,371086,2020-06-12,Note text 58859
58860,449064,2020-09-05,Note text 58860
58861,474474,2022-10-03,Note text 58861
58862,316058,2022-05-07,Note text 58862
58863,395778,2023-12-17,Note text 58863
58864,351719,2021-02-20,Note text 58864
58865,110973,2022-08-25,Note text 58865
58866,415446,2021-10-01,Note text 58866
58867,60693,2022-11-06,Note text 58867
58868,8737,2021-05-27,Note text 58868
58869,154311,2022-01-03,Note text 58869
58870,441015,2020-12-17,Note text 58870
58871,321715,2023-03-24,Note text 58871
58872,127109,2020-12-12,Note text 58872
58873,168804,2020-06-27,Note text 58873
58874,84043,2022-02-18,Note text 58874
58875,400372,2021-05-16,Note text 58875
58876,106052,2022-06-02,Note text 58876
58877,275295,2021-11-21,Note text 58877
58878,193268,2021-01-19,Note text 58878
58879,1738,2020-07-08,Note text 58879
58880,367125,2023-12-10,Note text 58880
58881,209969,2021-12-20,Note text 58881
58882,405321,2021-11-06,Note text 58882
58883,181116,2021-01-13,Note text 58883
58884,239676,2021-01-27,Note text 58884
58885,283695,2022-11-07,Note text 58885
58886,374310,2022-10-26,Note text 58886
58887,314928,2021-05-15,Note text 58887
58888,36832,2023-11-19,Note text 58888
58889,67058,2021-12-02,Note text 58889
58890,129959,2021-04-22,Note text 58890
58891,426668,2020-04-23,Note text 58891
58892,443718,2021-03-31,Note text 58892
58893,18057,2022-11-16,Note text 58893
58894,402591,2023-03-29,Note text 58894
58895,239894,2021-08-28,Note text 58895
58896,234944,2021-11-19,Note text 58896
58897,44924,2022-08-01,Note text 58897
58898,54690,2023-12-08,Note text 58898
58899,365350,2022-03-10,Note text 58899
58900,282022,2023-12-31,Note text 58900
58901,36292,2021-01-15,Note text 58901
58902,27666,2020-07-26,Note text 58902
58903,284848,2021-01-21,Note text 58903
58904,422217,2020-12-11,Note text 58904
58905,4047,2023-09-02,Note text 58905
58906,132016,2021-07-13,Note text 58906
58907,298535,2021-07-13,Note text 58907
58908,176221,2023-01-19,Note text 58908
58909,463630,2021-11-16,Note text 58909
58910,445717,2020-11-11,Note text 58910
58911,225166,2021-03-30,Note text 58911
58912,280990,2022-11-09,Note text 58912
58913,353792,2020-07-25,Note text 58913
58914,198779,2021-03-23,Note text 58914
58915,283742,2022-04-02,Note text 58915
58916,267957,2023-12-09,Note text 58916
58917,10854,2023-12-12,Note text 58917
58918,55344,2020-03-22,Note text 58918
58919,219469,2021-08-20,Note text 58919
58920,323769,2020-04-24,Note text 58920
58921,306957,2022-02-13,Note text 58921
58922,193005,2020-12-05,Note text 58922
58923,2814,2021-01-07,Note text 58923
58924,379277,2021-10-23,Note text 58924
58925,144500,2022-09-11,Note text 58925
58926,264093,2022-10-07,Note text 58926
58927,170536,2021-07-04,Note text 58927
58928,340640,2022-07-14,Note text 58928
58929,150056,2022-09-24,Note text 58929
58930,372578,2022-02-02,Note text 58930
58931,47358,2020-09-16,Note text 58931
58932,171295,2023-07-12,Note text 58932
58933,483094,2020-12-14,Note text 58933
58934,10085,2020-06-23,Note text 58934
58935,320682,2021-02-20,Note text 58935
58936,139687,2021-05-31,Note text 58936
58937,345386,2020-04-16,Note text 58937
58938,469499,2020-10-30,Note text 58938
58939,454348,2020-08-22,Note text 58939
58940,112458,2022-12-26,Note text 58940
58941,310416,2023-03-07,Note text 58941
58942,447123,2021-07-22,Note text 58942
58943,296102,2020-11-28,Note text 58943
58944,492197,2023-03-06,Note text 58944
58945,416237,2021-09-21,Note text 58945
58946,381754,2020-08-26,Note text 58946
58947,185729,2021-11-24,Note text 58947
58948,178271,2023-09-15,Note text 58948
58949,193607,2022-10-15,Note text 58949
58950,440825,2021-09-07,Note text 58950
58951,460112,2023-02-16,Note text 58951
58952,161710,2022-12-08,Note text 58952
58953,451706,2021-01-26,Note text 58953
58954,462620,2020-05-20,Note text 58954
58955,392203,2021-11-10,Note text 58955
58956,438190,2022-02-01,Note text 58956
58957,252349,2022-08-24,Note text 58957
58958,261310,2022-06-03,Note text 58958
58959,45219,2021-01-08,Note text 58959
58960,478735,2020-03-15,Note text 58960
58961,411603,2022-03-23,Note text 58961
58962,73374,2021-09-08,Note text 58962
58963,137800,2023-09-14,Note text 58963
58964,79593,2022-08-11,Note text 58964
58965,378147,2023-11-07,Note text 58965
58966,174840,2022-08-26,Note text 58966
58967,159105,2020-04-06,Note text 58967
58968,198661,2020-08-10,Note text 58968
58969,311010,2020-12-05,Note text 58969
58970,494657,2023-06-28,Note text 58970
58971,495959,2021-07-02,Note text 58971
58972,3950,2023-12-09,Note text 58972
58973,180673,2022-05-28,Note text 58973
58974,285835,2022-01-23,Note text 58974
58975,45784,2023-03-25,Note text 58975
58976,43393,2020-07-05,Note text 58976
58977,375800,2020-01-03,Note text 58977
58978,211185,2021-09-11,Note text 58978
58979,65368,2023-06-14,Note text 58979
58980,24857,2022-07-25,Note text 58980
58981,44420,2022-10-11,Note text 58981
58982,428562,2022-12-13,Note text 58982
58983,114076,2022-01-31,Note text 58983
58984,181767,2021-06-13,Note text 58984
58985,91495,2023-06-22,Note text 58985
58986,62640,2020-06-17,Note text 58986
58987,421859,2021-08-21,Note text 58987
58988,369383,2023-07-30,Note text 58988
58989,101288,2022-09-01,Note text 58989
58990,179506,2022-06-21,Note text 58990
58991,356422,2023-05-06,Note text 58991
58992,135332,2021-07-26,Note text 58992
58993,114733,2022-07-05,Note text 58993
58994,164526,2022-03-16,Note text 58994
58995,176815,2023-08-30,Note text 58995
58996,283746,2021-10-10,Note text 58996
58997,225738,2023-12-07,Note text 58997
58998,83646,2022-11-16,Note text 58998
58999,129773,2021-09-23,Note text 58999
59000,105337,2021-04-18,Note text 59000
59001,42243,2023-05-31,Note text 59001
59002,145786,2020-06-19,Note text 59002
59003,490009,2023-01-24,Note text 59003
59004,274959,2020-12-28,Note text 59004
59005,197373,2020-03-11,Note text 59005
59006,329561,2021-02-09,Note text 59006
59007,232084,2023-05-27,Note text 59007
59008,157695,2023-09-03,Note text 59008
59009,206015,2023-02-05,Note text 59009
59010,280101,2021-12-19,Note text 59010
59011,449489,2022-10-19,Note text 59011
59012,170772,2022-10-25,Note text 59012
59013,245665,2021-08-20,Note text 59013
59014,306242,2023-11-11,Note text 59014
59015,399206,2023-01-28,Note text 59015
59016,423325,2020-06-13,Note text 59016
59017,356879,2020-08-23,Note text 59017
59018,158111,2020-03-15,Note text 59018
59019,477930,2021-06-19,Note text 59019
59020,414004,2020-12-11,Note text 59020
59021,327154,2023-01-18,Note text 59021
59022,323648,2020-10-17,Note text 59022
59023,418957,2022-04-27,Note text 59023
59024,65426,2021-07-09,Note text 59024
59025,249477,2021-04-20,Note text 59025
59026,124355,2022-06-12,Note text 59026
59027,22501,2020-01-17,Note text 59027
59028,355952,2023-12-26,Note text 59028
59029,182843,2021-01-11,Note text 59029
59030,138755,2020-01-09,Note text 59030
59031,215514,2020-02-03,Note text 59031
59032,365554,2020-10-08,Note text 59032
59033,144119,2022-09-24,Note text 59033
59034,200818,2020-11-24,Note text 59034
59035,100548,2022-08-13,Note text 59035
59036,289114,2022-09-21,Note text 59036
59037,28047,2022-06-06,Note text 59037
59038,457886,2021-03-18,Note text 59038
59039,146663,2023-08-04,Note text 59039
59040,201709,2020-04-19,Note text 59040
59041,363954,2021-08-09,Note text 59041
59042,230094,2023-01-11,Note text 59042
59043,296084,2022-03-07,Note text 59043
59044,393800,2020-05-03,Note text 59044
59045,110548,2020-11-30,Note text 59045
59046,492386,2022-06-08,Note text 59046
59047,400152,2023-11-05,Note text 59047
59048,351192,2020-07-19,Note text 59048
59049,115905,2020-05-07,Note text 59049
59050,296580,2022-02-09,Note text 59050
59051,397706,2020-08-20,Note text 59051
59052,68817,2020-07-04,Note text 59052
59053,373036,2023-01-04,Note text 59053
59054,7555,2022-01-05,Note text 59054
59055,45809,2023-09-22,Note text 59055
59056,35407,2023-07-03,Note text 59056
59057,266813,2022-06-28,Note text 59057
59058,182403,2020-10-22,Note text 59058
59059,150370,2023-06-08,Note text 59059
59060,117347,2021-01-01,Note text 59060
59061,304987,2021-05-22,Note text 59061
59062,133099,2022-03-02,Note text 59062
59063,14354,2021-11-17,Note text 59063
59064,418827,2021-12-19,Note text 59064
59065,334775,2021-03-07,Note text 59065
59066,33673,2022-04-04,Note text 59066
59067,354374,2022-05-25,Note text 59067
59068,288778,2023-04-24,Note text 59068
59069,304763,2020-01-17,Note text 59069
59070,208749,2021-06-16,Note text 59070
59071,38564,2020-02-08,Note text 59071
59072,477039,2022-01-30,Note text 59072
59073,318037,2023-05-01,Note text 59073
59074,90479,2020-07-14,Note text 59074
59075,209585,2022-02-11,Note text 59075
59076,383704,2021-11-03,Note text 59076
59077,37725,2022-07-12,Note text 59077
59078,480192,2020-03-26,Note text 59078
59079,336950,2021-03-10,Note text 59079
59080,338893,2021-10-02,Note text 59080
59081,141268,2023-04-16,Note text 59081
59082,29659,2023-11-09,Note text 59082
59083,497763,2022-07-27,Note text 59083
59084,223831,2020-12-12,Note text 59084
59085,197314,2023-06-17,Note text 59085
59086,124930,2022-12-19,Note text 59086
59087,138013,2021-01-10,Note text 59087
59088,335504,2020-09-08,Note text 59088
59089,111177,2023-07-11,Note text 59089
59090,355362,2021-05-25,Note text 59090
59091,261011,2023-04-22,Note text 59091
59092,51899,2021-08-18,Note text 59092
59093,367453,2023-01-24,Note text 59093
59094,270957,2022-05-26,Note text 59094
59095,296637,2020-12-20,Note text 59095
59096,452589,2023-02-13,Note text 59096
59097,431389,2021-01-17,Note text 59097
59098,282339,2021-05-24,Note text 59098
59099,295587,2023-04-29,Note text 59099
59100,80284,2021-01-27,Note text 59100
59101,273644,2022-01-31,Note text 59101
59102,174609,2020-04-17,Note text 59102
59103,87984,2023-10-11,Note text 59103
59104,350639,2023-04-21,Note text 59104
59105,407098,2021-02-15,Note text 59105
59106,119901,2022-05-10,Note text 59106
59107,420173,2022-09-22,Note text 59107
59108,294796,2020-02-23,Note text 59108
59109,285726,2023-12-14,Note text 59109
59110,489293,2020-01-06,Note text 59110
59111,440586,2020-04-13,Note text 59111
59112,399953,2023-12-22,Note text 59112
59113,262564,2020-03-10,Note text 59113
59114,58304,2022-04-30,Note text 59114
59115,336347,2023-07-20,Note text 59115
